,0
7280,23.2%
7281,2.9%
7282,12.9%
7283,9.2%
7284,7.9%
7285,38.4%
7286,2.1%
7287,2.9%
7288,7.7%
7289,1.8%
7290,7.5%
7291,80%
7292,80%
7293,4.22%
7294,7.84%
7295,3.33%
7296,17%
7297,30.0%
7298,30.0%
7299,17%
7300,7.7%
7301,57.2%
7302,92.9%
7303,50%
7304,10%
7305,25%
7306,50%
7307,80%
7308,100%
7309,40%
7310,70%
7311,0.7%
7312,26%
7313,26%
7314,70%
7315,170%
7316,2.22%
7317,95%
7318,165%
7319,123%
7320,10%
7321,5.4%
7322,5.5%
7323,+5%
7324,+7%
7325,-15.5%
7326,10%
7327,7.5%
7328,8.95%
7329,2.69%
7330,300%
7331,34%
7332,64%
7333,8-2.3%
7334,2.20%
7335,7.3%
7336,18%
7337,15%
7338,20%
7339,11%
7340,10%
7341,47%
7342,15%
7343,92%
7344,25%
7345,30%
7346,40%
7347,25%
7348,30%
7349,40%
7350,50%
7351,12%
7352,2.5%
7353,98%
7354,0.6%
7355,1.5%
7356,0.3%
7357,0.2%
7358,2.20%
7359,-5%
7360,84%
7361,1.4%
7362,3.8%
7363,1.4%
7364,5.8%
7365,1.8%
7366,5.24%
7367,6.19%
7368,5.24%
7369,6.34%
7370,2.5%
7371,2.75%
7372,0.0004%
7373,0.22%
7374,1.76%
7375,26%
7376,26%
7377,19%
7378,11%
7379,0.8%
7380,73.2%
7381,227%
7382,10%
7383,0.8%
7384,2.6%
7385,2.20%
7386,99.9%
7387,99.9%
7388,54%
7389,27%
7390,47%
7391,5.4%
7392,16%
7393,28%
7394,13%
7395,1.63%
7396,2.06%
7397,2.24%
7398,1.9%
7399,0.8%
7400,2.04%
7401,7.3%
7402,15%
7403,0.5%
7404,0.31%
7405,16%
7406,47%
7407,11%
7408,10%
7409,30%
7410,1.2%
7411,2.4%
7412,1.5%
7413,98%
7414,3-5%
7415,1-2%
7416,5.6%
7417,2.26%
7418,2.23%
7419,1.63%
7420,4.43%
7421,4.471%
7422,6.49%
7423,10.28%
7424,0.88%
7425,2.25%
7426,3.40%
7427,0.84%
7428,4.03%
7429,3.46%
7430,3.90%
7431,4.53%
7432,1.5%
7433,2.7%
7434,1.7%
7435,1.9%
7436,1.7%
7437,1.3%
7438,1.5%
7439,1.3%
7440,1.2%
7441,1.5%
7442,1.3%
7443,0.9%
7444,1.9%
7445,0.1%
7446,1.5%
7447,1.9%
7448,1.2%
7449,4.5%
7450,3.9%
7451,4.6%
7452,1.45%
7453,0.75%
7454,0.75%
7455,0.73%
7456,59%
7457,33%
7458,80%
7459,2.29%
7460,20%
7461,0.8%
7462,0.8%
7463,2.22%
7464,0.7%
7465,0.5%
7466,13%
7467,19.8%
7468,21.7%
7469,32.8%
7470,0.5%
7471,2.75%
7472,0.5%
7473,2.75%
7474,30%
7475,70%
7476,19%
7477,35%
7478,4.375%
7479,2.00%
7480,0.6%
7481,0.5%
7482,1.6%
7483,0.4%
7484,2.17%
7485,1.0%
7486,0.6%
7487,0.7%
7488,2.29%
7489,20%
7490,10%
7491,67%
7492,82%
7493,55%
7494,10%
7495,10.5%
7496,11%
7497,15%
7498,73%
7499,66%
7500,5.9%
7501,4.1%
7502,5.3%
7503,4.3%
7504,19.8%
7505,21.7%
7506,45.4%
7507,32.8%
7508,35%
7509,68%
7510,45%
7511,6.3%
7512,4.4%
7513,35%
7514,50%
7515,33.0%
7516,34.6%
7517,50%
7518,75%
7519,50%
7520,350%
7521,12%
7522,22%
7523,40%
7524,60%
7525,65%
7526,6.5%
7527,6.4%
7528,5.1%
7529,16.2%
7530,47%
7531,100%
7532,10.5%
7533,5.2%
7534,3.4%
7535,3.9%
7536,20%
7537,25%
7538,10.5%
7539,3.9%
7540,41%
7541,34%
7542,10.5%
7543,10.5%
7544,3.9%
7545,3.9%
7546,5.2%
7547,5.2%
7548,5.4%
7549,5.8%
7550,6.8%
7551,6.8%
7552,7.5%
7553,7.5%
7554,8.0%
7555,8.0%
7556,8.2%
7557,10%
7558,20%
7559,35.8%
7560,21.0%
7561,20.8%
7562,20.2%
7563,20.1%
7564,20.0%
7565,19.2%
7566,18.4%
7567,17.4%
7568,16.9%
7569,29%
7570,3.9%
7571,7.5%
7572,1.2%
7573,0.8%
7574,1.2%
7575,2.18%
7576,6.4%
7577,55%
7578,3.355%
7579,3.324%
7580,51.7%
7581,8.5%
7582,40.2%
7583,0.5%
7584,33%
7585,81%
7586,19%
7587,18%
7588,20%
7589,12%
7590,39%
7591,17%
7592,46.6%
7593,24.6%
7594,45.4%
7595,35.2%
7596,10.5%
7597,7.5%
7598,6.4%
7599,50%
7600,10%
7601,20%
7602,20%
7603,15%
7604,17%
7605,57.6%
7606,13.6%
7607,11.9%
7608,3.6%
7609,20%
7610,20%
7611,12%
7612,22%
7613,50%
7614,14%
7615,0.2%
7616,1.1%
7617,2.22%
7618,2.3%
7619,2.3%
7620,2.3%
7621,2.6%
7622,2.1%
7623,2.1%
7624,2.2%
7625,2.4%
7626,0.6%
7627,0.4%
7628,0.3%
7629,0.3%
7630,0.5%
7631,0.7%
7632,0.5%
7633,0.3%
7634,0.5%
7635,0.7%
7636,2.1%
7637,4.0%
7638,6.25%
7639,1.5%
7640,2.5%
7641,1.5%
7642,13%
7643,2.2%
7644,1.6%
7645,1.9%
7646,2.5%
7647,2.7%
7648,0.5%
7649,0.4%
7650,2.7%
7651,2.4%
7652,4.6%
7653,1.25%
7654,18.7%
7655,9.4%
7656,10.9%
7657,60%
7658,30%
7659,1.1%
7660,0.2%
7661,0.1%
7662,2.5%
7663,48%
7664,25-50%
7665,-25%
7666,-50%
7667,-25%
7668,-50%
7669,0.7%
7670,2.14%
7671,0.7%
7672,1.3%
7673,4.15%
7674,3.59%
7675,36%
7676,72%
7677,100%
7678,60%
7679,40%
7680,20%
7681,2.11%
7682,-25%
7683,-50%
7684,-25%
7685,-50%
7686,0.5%
7687,2.11%
7688,1.9%
7689,3.0%
7690,3.2%
7691,3.1%
7692,3.0%
7693,2.9%
7694,0.4%
7695,0.2%
7696,0.1%
7697,0.4%
7698,77.6%
7699,77.7%
7700,77.8%
7701,6.5%
7702,0.2%
7703,77.9%
7704,50%
7705,25%
7706,4.1%
7707,2.5%
7708,1.64%
7709,5-2%
7710,58%
7711,28%
7712,10%
7713,20%
7714,28.6%
7715,30.8%
7716,1.7%
7717,1.6%
7718,8.4%
7719,60%
7720,88.4%
7721,42.5%
7722,27.6%
7723,18.3%
7724,40%
7725,82.20%
7726,41.15%
7727,64.29%
7728,2.27%
7729,4.33%
7730,70%
7731,64%
7732,50%
7733,0.8%
7734,1-3%
7735,20%
7736,90%
7737,98%
7738,95%
7739,99%
7740,50%
7741,95%
7742,2.4%
7743,3.3%
7744,10%
7745,0.2%
7746,77.6%
7747,0.1%
7748,77.9%
7749,77.8%
7750,77.7%
7751,78.3%
7752,8.1%
7753,25%
7754,16%
7755,50%
7756,60%
7757,50%
7758,80%
7759,50%
7760,50%
7761,15%
7762,43%
7763,29%
7764,0.1%
7765,15%
7766,97%
7767,42%
7768,10%
7769,10%
7770,60%
7771,80%
7772,80%
7773,2.9%
7774,0.3%
7775,2.17%
7776,95%
7777,47%
7778,36%
7779,-38%
7780,90%
7781,64%
7782,64%
7783,40%
7784,75%
7785,46%
7786,90%
7787,90%
7788,28%
7789,67%
7790,10%
7791,32%
7792,3.4%
7793,40%
7794,33%
7795,10%
7796,2.7%
7797,1.2%
7798,0.9%
7799,2.2%
7800,1.7%
7801,10%
7802,10%
7803,2.7%
7804,11.5%
7805,7.5%
7806,11%
7807,10%
7808,6.5%
7809,40%
7810,30%
7811,39%
7812,35%
7813,39%
7814,0.2%
7815,6.5%
7816,+0.9%
7817,+0.7%
7818,+0.8%
7819,3.6%
7820,4.1%
7821,10.5%
7822,17%
7823,70%
7824,10%
7825,30%
7826,70%
7827,25%
7828,7.6%
7829,9.8%
7830,29%
7831,-1.9%
7832,2.5%
7833,1.7%
7834,7.6%
7835,100%
7836,0.8%
7837,2.18%
7838,1.2%
7839,0.4%
7840,0.8%
7841,90%
7842,40%
7843,90%
7844,60%
7845,1.1%
7846,2.0%
7847,20%
7848,60%
7849,6.5%
7850,17%
7851,300%
7852,0.9%
7853,-3.1%
7854,3.4%
7855,6.5%
7856,2.5%
7857,7.6%
7858,40%
7859,20%
7860,25%
7861,2.75%
7862,-0.1%
7863,7.5%
7864,75%
7865,1.5%
7866,6.75%
7867,-6.4%
7868,+4.2%
7869,40%
7870,30%
7871,0.9%
7872,1.3%
7873,1.1%
7874,10.1%
7875,14.4%
7876,8.7%
7877,13.4%
7878,13.7%
7879,13.9%
7880,0.1%
7881,0.2%
7882,1.4%
7883,1.1%
7884,0.2%
7885,1.7%
7886,1.5%
7887,2.2%
7888,1.3%
7889,1.88%
7890,2.29%
7891,2.19%
7892,3.59%
7893,4.15%
7894,36%
7895,5.24%
7896,6.44%
7897,20%
7898,57%
7899,3.4%
7900,4.5%
7901,0.2%
7902,0.4%
7903,10.77%
7904,12.85%
7905,25%
7906,25%
7907,1.3%
7908,0.7%
7909,2.35%
7910,1.66%
7911,2.35%
7912,2.5%
7913,2.8%
7914,6.5%
7915,2.5%
7916,2.5%
7917,2.5%
7918,7.25%
7919,20%
7920,20%
7921,2.33%
7922,2.21%
7923,2.33%
7924,2.21%
7925,2.32%
7926,23%
7927,2.31%
7928,6.5%
7929,6.8%
7930,6.7%
7931,7.0%
7932,6.5%
7933,2.5%
7934,2.21%
7935,23%
7936,40%
7937,30%
7938,23%
7939,24%
7940,23%
7941,20%
7942,10%
7943,20%
7944,10%
7945,78%
7946,4.20%
7947,7.4%
7948,8.2%
7949,8.4%
7950,2.5%
7951,0.25%
7952,1.8%
7953,0.77%
7954,-1.74%
7955,-0.75%
7956,-2.3%
7957,1.7%
7958,2.4%
7959,2.41%
7960,1.0%
7961,87%
7962,38%
7963,11%
7964,28%
7965,3-6%
7966,5-10%
7967,5-10%
7968,10%
7969,2.47%
7970,4.4%
7971,4.1%
7972,3.25%
7973,2.75%
7974,2.44%
7975,1.66%
7976,2.35%
7977,4.18%
7978,6.5%
7979,7.0%
7980,3.4%
7981,30%
7982,50%
7983,50%
7984,54%
7985,1.5%
7986,2.40%
7987,2.47%
7988,3.4%
7989,13.4%
7990,11.0%
7991,5.2%
7992,6.3%
7993,2.0%
7994,3.3%
7995,2.6%
7996,2.6%
7997,1.5%
7998,2.4%
7999,2.50%
8000,15.4%
8001,2.35%
8002,2.47%
8003,2.40%
8004,2.4%
8005,50%
8006,12%
8007,4.5%
8008,0.2%
8009,14%
8010,50%
8011,3.25%
8012,5.0%
8013,70%
8014,50%
8015,2.5%
8016,2.53%
8017,2.21%
8018,200%
8019,376%
8020,61%
8021,0.7%
8022,1.8%
8023,2.1%
8024,1.1%
8025,3.5%
8026,2.5%
8027,5.3%
8028,2.5%
8029,2.4%
8030,7.6%
8031,7.9%
8032,1.6%
8033,4.5%
8034,9.4%
8035,22%
8036,26%
8037,36.67%
8038,5.4%
8039,13%
8040,28%
8041,-1.9%
8042,-2.0%
8043,0.5%
8044,1.38%
8045,2.5%
8046,2.5%
8047,0.38%
8048,6.67%
8049,4.5%
8050,12%
8051,55%
8052,15%
8053,18%
8054,18%
8055,10%
8056,25%
8057,95%
8058,-6.11%
8059,-7.53%
8060,-9%
8061,+5.90%
8062,472%
8063,166%
8064,11.34%
8065,30%
8066,2.6%
8067,1.7%
8068,33%
8069,60%
8070,0.5%
8071,1.74%
8072,0.96%
8073,0.38%
8074,8.4920%
8075,13.44%
8076,7.90%
8077,4.46%
8078,2.4%
8079,1.47%
8080,3.4%
8081,2.75%
8082,+2.0%
8083,+2.5%
8084,20%
8085,10.5%
8086,4.5%
8087,+1.5%
8088,+4.5%
8089,+3%
8090,13.44%
8091,25%
8092,12%
8093,50%
8094,50%
8095,116%
8096,80%
8097,50%
8098,2.5%
8099,20%
8100,10%
8101,7.5%
8102,4.5%
8103,27%
8104,40%
8105,15%
8106,62%
8107,2.53%
8108,0.8%
8109,91%
8110,67%
8111,77%
8112,58%
8113,30%
8114,1.3%
8115,-1.03%
8116,2.5%
8117,5.6%
8118,6.5%
8119,6.5%
8120,6.5%
8121,0.40%
8122,+6%
8123,+10%
8124,+25%
8125,+10%
8126,24.1%
8127,18.2%
8128,5.5%
8129,20%
8130,30%
8131,2.5%
8132,7.4%
8133,7.6%
8134,40%
8135,30%
8136,4.49%
8137,4.5%
8138,10%
8139,0.6%
8140,1.1%
8141,10.6%
8142,1.2%
8143,1.3%
8144,82.9%
8145,91.0%
8146,1.0%
8147,144%
8148,83%
8149,7.5%
8150,15%
8151,50%
8152,85%
8153,30%
8154,2.6%
8155,0.7%
8156,1.0%
8157,20%
8158,2.6%
8159,2.6%
8160,2.63%
8161,33.3%
8162,2.1%
8163,4.6%
8164,4.4%
8165,9.0%
8166,10%
8167,4.6%
8168,2.5%
8169,2.6%
8170,2.64%
8171,1.2%
8172,1.5%
8173,2.65%
8174,2.5%
8175,2.59%
8176,5.3%
8177,1.4%
8178,1.36%
8179,0.7%
8180,2.59%
8181,6-7%
8182,30%
8183,30%
8184,94%
8185,5.7%
8186,2.75%
8187,70%
8188,100%
8189,100%
8190,100%
8191,100%
8192,3.6%
8193,12.1%
8194,40%
8195,60%
8196,82%
8197,90%
8198,19.6%
8199,16.3%
8200,16.1%
8201,20.0%
8202,2.1%
8203,1.3%
8204,3.3%
8205,2.3%
8206,12.9%
8207,12.05%
8208,0.7%
8209,1.1%
8210,0.62%
8211,0.64%
8212,-2%
8213,12.05%
8214,1.7%
8215,12.05%
8216,10.6%
8217,1.72%
8218,4.9%
8219,27%
8220,10.6%
8221,1.2%
8222,1.1%
8223,10.9%
8224,3.6%
8225,0.7%
8226,18.5%
8227,5.2%
8228,16.2%
8229,5.4%
8230,2.5%
8231,1.5%
8232,65%
8233,20%
8234,0.7%
8235,0.9%
8236,5.2%
8237,4.76%
8238,5.2%
8239,5.7360%
8240,3.8%
8241,1.7%
8242,2.5%
8243,2.54%
8244,2.62%
8245,9.6%
8246,2.1%
8247,27%
8248,-7.7%
8249,0.85%
8250,17%
8251,60%
8252,40%
8253,12%
8254,12%
8255,12%
8256,12%
8257,13.3%
8258,13.3%
8259,13.3%
8260,1.484%
8261,53%
8262,11.8%
8263,12.1%
8264,16.7%
8265,19.5%
8266,55%
8267,35%
8268,12%
8269,85%
8270,85%
8271,85%
8272,50%
8273,20%
8274,47%
8275,207%
8276,76%
8277,9.2%
8278,15.7%
8279,2.4%
8280,45.2%
8281,29%
8282,46.1%
8283,46.9%
8284,51%
8285,53.4%
8286,54.8%
8287,55%
8288,56.6%
8289,60.6%
8290,61.4%
8291,62.7%
8292,6.57%
8293,7.57%
8294,3.76%
8295,4.03%
8296,60%
8297,57%
8298,70%
8299,87%
8300,80%
8301,172%
8302,90%
8303,240%
8304,60%
8305,71%
8306,70%
8307,96%
8308,80%
8309,136%
8310,90%
8311,115%
8312,60%
8313,107%
8314,70%
8315,116%
8316,80%
8317,118%
8318,90%
8319,156%
8320,80%
8321,80%
8322,10%
8323,10%
8324,1.8%
8325,2.4%
8326,2.6%
8327,3.4%
8328,1.5%
8329,1.8%
8330,2.4%
8331,2.6%
8332,3.4%
8333,2.52%
8334,1.8%
8335,2.4%
8336,2.6%
8337,3.4%
8338,3.8%
8339,3.8%
8340,5.8%
8341,8.7%
8342,4.2%
8343,1.0%
8344,0.5%
8345,2.4%
8346,2.1%
8347,0.1%
8348,0.2%
8349,2.1%
8350,25%
8351,16-18%
8352,50%
8353,30%
8354,2.19%
8355,35%
8356,36%
8357,2.5%
8358,1.7%
8359,20%
8360,50%
8361,20%
8362,90%
8363,1.7%
8364,2.5%
8365,2.48%
8366,2.62%
8367,4.57%
8368,20%
8369,50%
8370,20%
8371,100%
8372,100%
8373,2.64%
8374,2.48%
8375,2.4%
8376,1.7%
8377,0.5%
8378,6.7%
8379,1.0%
8380,90%
8381,90%
8382,50%
8383,2.5%
8384,3.5%
8385,51%
8386,43%
8387,145%
8388,97%
8389,6.7%
8390,12.5%
8391,8.3%
8392,16%
8393,10.2%
8394,22.2%
8395,14.3%
8396,2.8%
8397,12.3%
8398,12.9%
8399,0.5%
8400,13.9%
8401,0.3%
8402,1.8%
8403,2.4%
8404,2.5%
8405,1.8%
8406,5.5%
8407,0.4%
8408,2.2%
8409,1.6%
8410,0.5%
8411,2.20%
8412,2.55%
8413,0.5%
8414,0.2%
8415,0.3%
8416,3.2%
8417,3.0%
8418,75%
8419,1000%
8420,25%
8421,25%
8422,200%
8423,85%
8424,50%
8425,0.5%
8426,4.5%
8427,6.5%
8428,3.5%
8429,120%
8430,0.3%
8431,0.2%
8432,0.5%
8433,2.9%
8434,1.6%
8435,4.5%
8436,60%
8437,12.3%
8438,8.3%
8439,20%
8440,11%
8441,11%
8442,23%
8443,1.5%
8444,1.5%
8445,20%
8446,9.6%
8447,7.4%
8448,3.9%
8449,2.9%
8450,1.5%
8451,2.75%
8452,8-10%
8453,98%
8454,2.75%
8455,0.4%
8456,21%
8457,3.0%
8458,3.2%
8459,3.1%
8460,2.9%
8461,3.0%
8462,100%
8463,93%
8464,4.5%
8465,0.3%
8466,0.9%
8467,2.1%
8468,5.2%
8469,2.64%
8470,2.48%
8471,2.3%
8472,2.7%
8473,10%
8474,2.0%
8475,0.2%
8476,0.8%
8477,0.2%
8478,0.3%
8479,0.7%
8480,-0.4%
8481,-0.3%
8482,3.5%
8483,0.5%
8484,0.1%
8485,0.8%
8486,0.1%
8487,0.1%
8488,1.4%
8489,1.8%
8490,2.4%
8491,2.6%
8492,3.4%
8493,1.3%
8494,1.9%
8495,0.1%
8496,0.2%
8497,0.2%
8498,1.6%
8499,2.6%
8500,70%
8501,1.8%
8502,3.5%
8503,200%
8504,14.2%
8505,-14.2%
8506,-5.8%
8507,0.5%
8508,1.5%
8509,110%
8510,75%
8511,7.9%
8512,0.9%
8513,5-8%
8514,10%
8515,140%
8516,200%
8517,2.1%
8518,1.9%
8519,10%
8520,19.39%
8521,16%
8522,20%
8523,20%
8524,20%
8525,20%
8526,20%
8527,20%
8528,2.1%
8529,7.6%
8530,7.7%
8531,7.6%
8532,7.6%
8533,26.8%
8534,8.3%
8535,0.6%
8536,-0.9%
8537,-0.9%
8538,0.9%
8539,0.1%
8540,81%
8541,+0.1%
8542,-1.2%
8543,80%
8544,1.1%
8545,3.3%
8546,60%
8547,40%
8548,5.4%
8549,2.7%
8550,70%
8551,50%
8552,10%
8553,61%
8554,400%
8555,2.5%
8556,2.5%
8557,77%
8558,138%
8559,26%
8560,99%
8561,23%
8562,11%
8563,13.25%
8564,9.15%
8565,39.6%
8566,20%
8567,23%
8568,23%
8569,2.6%
8570,100%
8571,100%
8572,11%
8573,11%
8574,0.5%
8575,0.6%
8576,5.4%
8577,0.1%
8578,0.4%
8579,1.2%
8580,23.1%
8581,1.6%
8582,4.1%
8583,1.2%
8584,22.7%
8585,5.66%
8586,2.5%
8587,1.93%
8588,2.7%
8589,2.1%
8590,60%
8591,40%
8592,2.4%
8593,5.48%
8594,7.0%
8595,0.8%
8596,1.3%
8597,12.1%
8598,12.0%
8599,80%
8600,17%
8601,42%
8602,81%
8603,22%
8604,40%
8605,50%
8606,75%
8607,45%
8608,20%
8609,62%
8610,1.7%
8611,7.9%
8612,5.8%
8613,11%
8614,2.5%
8615,68.45%
8616,0.9%
8617,0.1%
8618,30.8%
8619,30.8%
8620,2.1%
8621,1.3%
8622,12.6%
8623,37%
8624,37%
8625,4.8%
8626,1.2%
8627,10%
8628,1.8%
8629,1.8%
8630,0.6%
8631,50%
8632,13.74%
8633,13.81%
8634,16.29%
8635,16.84%
8636,16.29%
8637,19.42%
8638,13.81%
8639,5.61%
8640,17.11%
8641,13.74%
8642,+1.33%
8643,81%
8644,48%
8645,12.1%
8646,2.7%
8647,1.8%
8648,2.1%
8649,1.8%
8650,1.5%
8651,1.8%
8652,2.6%
8653,3.0%
8654,2.9%
8655,2.1%
8656,3.0%
8657,3.4%
8658,7.5%
8659,7.6%
8660,100%
8661,140%
8662,61%
8663,14%
8664,67%
8665,9.2%
8666,0.3%
8667,0.6%
8668,1.6%
8669,1.4%
8670,2.9%
8671,3.2%
8672,8.4%
8673,8.7%
8674,0.3%
8675,-2.1%
8676,-1.9%
8677,7.3%
8678,2.7%
8679,1.2%
8680,0.5%
8681,36%
8682,57%
8683,-15.7%
8684,+2.4%
8685,+18.1%
8686,-17.1%
8687,+19.5%
8688,-18.0%
8689,-9.6%
8690,+8.4%
8691,+13.3%
8692,-23.0%
8693,0.3%
8694,0.5%
8695,65%
8696,1.1%
8697,1.3%
8698,1.3%
8699,0.8%
8700,0.9%
8701,0.7%
8702,0.7%
8703,0.6%
8704,1.0%
8705,1.6%
8706,0.2%
8707,1.2%
8708,7.6%
8709,2.2%
8710,1.63%
8711,2.73%
8712,10.7%
8713,3.4%
8714,61%
8715,2.1%
8716,6.2%
8717,5.9%
8718,20%
8719,3.1%
8720,1.3%
8721,7.0%
8722,7.6%
8723,0.1%
8724,3.64%
8725,4.29%
8726,4.46%
8727,6.0%
8728,6.5%
8729,7.6%
8730,2.70%
8731,2.55%
8732,7.2%
8733,7.3%
8734,7.6%
8735,7.6%
8736,7.5%
8737,7.6%
8738,7.5%
8739,87%
8740,7.5%
8741,7.6%
8742,7.2%
8743,7.3%
8744,6.5%
8745,6.8%
8746,7.6%
8747,7.5%
8748,7.5%
8749,7.6%
8750,7.4%
8751,6.5%
8752,7.7%
8753,7.6%
8754,7.7%
8755,7.4%
8756,7.6%
8757,20%
8758,35%
8759,40%
8760,35%
8761,40%
8762,50%
8763,50%
8764,50%
8765,4.625%
8766,40%
8767,40%
8768,27%
8769,78%
8770,-1.3%
8771,1.2%
8772,2.2%
8773,10.1%
8774,20%
8775,12.8%
8776,14.2%
8777,5.6%
8778,50%
8779,2.2%
8780,-2.4%
8781,2.5%
8782,6.2%
8783,-0.3%
8784,1.9%
8785,8.1%
8786,2.3%
8787,2.6%
8788,7.2%
8789,7.3%
8790,63.6%
8791,0.8%
8792,1.2%
8793,1.2%
8794,1.3%
8795,1.3%
8796,7.3%
8797,6.6%
8798,130%
8799,2.9%
8800,49.5%
8801,40%
8802,2.7%
8803,2.7%
8804,2.7%
8805,2.5%
8806,2.7%
8807,2.6%
8808,2.1%
8809,2.9%
8810,4.9%
8811,3.2%
8812,9.7%
8813,4.8%
8814,1.1%
8815,4.9%
8816,1.6%
8817,180%
8818,1.75%
8819,3.5%
8820,-4%
8821,45%
8822,2.19%
8823,1.5%
8824,2.6%
8825,1.5%
8826,10%
8827,94%
8828,18%
8829,75%
8830,70%
8831,12%
8832,38%
8833,20%
8834,95%
8835,2.5%
8836,13.5%
8837,20%
8838,1.6%
8839,2.6%
8840,48%
8841,3.6%
8842,79%
8843,-0.5%
8844,52%
8845,80%
8846,45%
8847,0.5%
8848,240%
8849,48%
8850,12.5%
8851,48%
8852,70%
8853,25%
8854,25%
8855,12%
8856,294%
8857,111%
8858,48%
8859,3.6%
8860,79%
8861,-0.5%
8862,52%
8863,2.7%
8864,75-3.00%
8865,4.00%
8866,2.5%
8867,2.70%
8868,25%
8869,1.4%
8870,2.44%
8871,1.3%
8872,0.9%
8873,1.5%
8874,0.7%
8875,294%
8876,111%
8877,3.1%
8878,3.7%
8879,0.7%
8880,0.3%
8881,1.8%
8882,50%
8883,20%
8884,17%
8885,10%
8886,22%
8887,2.3%
8888,4.3%
8889,50%
8890,-100%
8891,20%
8892,5.5%
8893,2.0%
8894,3.3%
8895,2.3%
8896,4.3%
8897,-6%
8898,6.5%
8899,83%
8900,20%
8901,8.3%
8902,9.3%
8903,7.9%
8904,8.9%
8905,+2.5%
8906,2.8%
8907,10.2%
8908,2.6%
8909,27%
8910,3.5%
8911,34%
8912,18%
8913,5.6%
8914,3.1%
8915,3.3%
8916,1.7%
8917,1.9%
8918,0.6%
8919,0.3%
8920,3.8%
8921,4.0%
8922,2.7%
8923,3.0%
8924,0.9%
8925,1.1%
8926,0.6%
8927,2.63%
8928,14%
8929,2.7%
8930,7.3%
8931,30%
8932,5.44%
8933,24%
8934,0.8%
8935,+0.3%
8936,-2.9%
8937,-2.3%
8938,2.4%
8939,0.7%
8940,0.5%
8941,3.2%
8942,4.4%
8943,4.6%
8944,16%
8945,23%
8946,12%
8947,25%
8948,52%
8949,13%
8950,3.5%
8951,10%
8952,6.5%
8953,0.1%
8954,2.67%
8955,0.2%
8956,2.63%
8957,4.29%
8958,4.46%
8959,3.35%
8960,6-8%
8961,4-6%
8962,3-5%
8963,60%
8964,28%
8965,7.0%
8966,34%
8967,3.3%
8968,31.7%
8969,7.8%
8970,3.75%
8971,3.5%
8972,4.75%
8973,4.5%
8974,4.75%
8975,4.125%
8976,4.5%
8977,4.75%
8978,0.5%
8979,6.2%
8980,0.08%
8981,-16.0%
8982,-19.4%
8983,-9.9%
8984,144%
8985,45%
8986,144%
8987,5.8%
8988,5.0%
8989,48%
8990,52%
8991,48%
8992,12%
8993,36%
8994,60%
8995,3.1%
8996,3.7%
8997,0.7%
8998,9.4%
8999,3.1%
9000,0.7%
9001,7.5%
9002,5.5%
9003,4.5%
9004,3.1%
9005,3.7%
9006,0.7%
9007,3.7%
9008,0.7%
9009,24%
9010,7.4%
9011,4.6%
9012,0.7%
9013,6.0%
9014,8.0%
9015,-7.0%
9016,-3.2%
9017,-5.2%
9018,-14.5%
9019,6.9%
9020,7.4%
9021,2.0%
9022,9.7%
9023,-6.0%
9024,-14.6%
9025,8.0%
9026,15.2%
9027,52%
9028,13%
9029,100%
9030,3.5%
9031,3.5%
9032,1.3%
9033,1.2%
9034,22%
9035,22%
9036,56%
9037,54%
9038,29%
9039,39%
9040,47%
9041,7.4%
9042,8.2%
9043,7.5%
9044,7.5%
9045,2.2%
9046,2.4%
9047,99%
9048,20%
9049,20%
9050,0.4%
9051,7.5%
9052,0.9%
9053,0.6%
9054,6.5%
9055,0.1%
9056,28%
9057,64%
9058,16%
9059,14%
9060,10.2%
9061,46.8%
9062,4.4%
9063,8.0%
9064,10%
9065,30%
9066,1.0%
9067,2.6%
9068,2.3%
9069,16.6%
9070,27.3%
9071,0.1%
9072,97%
9073,100%
9074,4.51%
9075,100%
9076,6.5%
9077,6.5%
9078,6.5%
9079,6.5%
9080,4.51%
9081,4.55%
9082,7.4%
9083,7.6%
9084,7.5%
9085,9.3%
9086,9.2%
9087,9.5%
9088,9.1%
9089,9.2%
9090,4-7.5%
9091,7.5%
9092,1.7%
9093,7.7%
9094,30%
9095,10%
9096,20%
9097,26%
9098,30%
9099,3.2%
9100,13.5%
9101,19.5%
9102,26.9%
9103,26.8%
9104,23.1%
9105,1.0%
9106,1.0%
9107,1.2%
9108,0.7%
9109,1.0%
9110,63.5%
9111,83%
9112,80%
9113,43%
9114,49%
9115,54%
9116,90%
9117,4.8%
9118,6.5%
9119,7.7%
9120,13%
9121,46%
9122,35%
9123,45%
9124,45%
9125,34%
9126,53%
9127,47%
9128,60%
9129,50%
9130,40%
9131,55%
9132,60%
9133,45%
9134,70%
9135,75%
9136,0.9%
9137,1.4%
9138,-6.5%
9139,2.3%
9140,17%
9141,7.24%
9142,-3%
9143,5-10%
9144,3.3%
9145,3.0%
9146,2.9%
9147,7.3%
9148,7.8%
9149,7.5%
9150,7.6%
9151,7.5%
9152,7.5%
9153,7.0%
9154,7.6%
9155,5-7.0%
9156,7.0%
9157,0-6.0%
9158,0.7%
9159,1.6%
9160,0.8%
9161,0.5%
9162,7.2%
9163,1.8%
9164,7.5%
9165,7.7%
9166,1.7%
9167,1.8%
9168,7.6%
9169,7.5%
9170,8.9%
9171,9.1%
9172,9.3%
9173,10.8%
9174,20.1%
9175,20.2%
